Chromosome	Strand	Position	F1S4_161209_005_C01	F1S4_180108_304_G01	F1S4_180129_303_G01	F2S4_151223_001_E01	F2S4_151223_002_A01	F2S4_151223_013_F01	F2S4_160115_007_A01	F2S4_160115_018_D01	F2S4_160115_023_F01	F2S4_160120_001_A01	F2S4_160120_007_H01	F2S4_160120_027_B01	F2S4_160126_035_C01	F2S4_160127_001_F01	F2S4_160127_014_E01	F2S4_160127_018_C01	F2S4_160128_017_B01	F2S4_160128_024_E01	F2S4_160202_013_H01	F2S4_160210_005_B01	F2S4_160217_001_F01	F2S4_160303_016_B01	F2S4_160304_012_H01	F2S4_160317_010_C01	F2S4_160317_018_H01	F2S4_160317_023_H01	F2S4_160317_028_H01	F2S4_160321_027_D01	F2S4_160329_008_D01	F2S4_160329_015_H01	F2S4_160330_010_F01	F2S4_160330_028_C01	F2S4_160401_001_A01	F2S4_160401_004_A01	F2S4_160404_022_D01	F2S4_160404_026_B01	F2S4_160404_044_E01	F2S4_160405_011_G01	F2S4_160405_040_A01	F2S4_160413_015_A01	F2S4_160415_007_E01	F2S4_160415_020_D01	F2S4_160420_013_C01	F2S4_160421_003_E01	F2S4_160421_018_E01	F2S4_160422_008_D01	F2S4_160425_007_F01	F2S4_160426_008_C01	F2S4_160429_002_B01	F2S4_160429_005_A01	F2S4_160429_011_D01	F2S4_160429_015_A01	F2S4_160502_002_B01	F2S4_160502_010_D01	F2S4_160502_011_H01	F2S4_160503_006_A01	F2S4_160505_017_E01	F2S4_160506_001_F01	F2S4_160516_010_F01	F2S4_160516_030_H01	F2S4_160516_031_E01	F2S4_160520_007_E01	F2S4_160520_016_B01	F2S4_160520_018_F01	F2S4_160524_008_C01	F2S4_160524_008_F01	F2S4_160525_014_A01	F2S4_160603_003_E01	F2S4_160607_001_E01	F2S4_160607_002_E01	F2S4_160609_001_F01	F2S4_160613_004_E01	F2S4_160616_006_F01	F2S4_160617_001_G01	F2S4_160620_018_F01	F2S4_160622_012_G01	F2S4_160622_013_D01	F2S4_160627_007_F01	F2S4_160627_017_F01	F2S4_160701_002_D01	F2S4_160701_003_F01	F2S4_160701_013_A01	F2S4_160701_019_G01	F2S4_160706_020_A01	F2S4_160706_059_H01	F2S4_160708_005_C01	F2S4_160708_005_D01	F2S4_160713_002_E01	F2S4_160726_009_A01	F2S4_160726_011_C01	F2S4_160802_006_A01	F2S4_160825_060_A01	F2S4_160901_017_F01	F2S4_160908_001_A01	F2S4_160915_005_H01	F2S4_161004_008_F01	F2S4_161004_018_A01	F2S4_161010_006_E01	F2S4_161010_009_D01	F2S4_161010_026_E01	F2S4_161010_032_D01	F2S4_161011_005_F01	F2S4_161028_003_H01	F2S4_161028_008_A01	F2S4_161028_013_D01	F2S4_161107_006_E01	F2S4_161107_010_B01	F2S4_161110_002_D01	F2S4_161128_003_A01	F2S4_161206_001_B01	F2S4_161207_001_B01	F2S4_170116_001_E01	F2S4_170116_003_E01	F2S4_170126_016_E01	F2S4_170126_016_G01	F2S4_170203_010_A01	F2S4_170210_005_G01	F2S4_170302_003_A01	F2S4_170302_008_H01	F2S4_170324_025_D01	F2S4_170412_001_F01	F2S4_170518_001_E01	F2S4_170519_002_F01	F2S4_170908_001_A01	F2S4_170908_001_B01	F2S4_170908_001_C01	F2S4_170908_004_B01	F2S4_171006_001_E01	F2S4_171006_006_H01	F2S4_171006_016_C01	F2S4_171024_001_D01	F2S4_171024_001_G01	F2S4_171128_005_H01	F2S4_171215_003_C01	F2S4_171220_002_B01	F2S4_180122_006_E01	FJS4_170405_003_C01	FJS4_170405_006_D01	FJS4_170405_011_B01	FJS4_170405_012_A01	FJS4_170427_004_G01	FJS4_170427_005_D01	FJS4_170427_006_H01	FJS4_170427_011_C01	FJS4_170427_012_A01	FJS4_170427_012_E01
11	+	32283461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	+	32283462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	+	32283463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	+	32283464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	+	32283465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	+	32283466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	+	32283467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	+	32283468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	+	32283469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	+	32283470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
